SITE,DATE_DEPLOYED,DATE_RETRIEVED,Duration,line,Position,Brush,SampleID,ARTHROPODA,BIVALVIA,GASTROPODA,OPHIUROIDEA_ASTERPODEA,M_FRANCISCANUS,S_PURPURATUS,TOTAL_URCHINS
ANACAPA,10/28/93,11/3/93,6,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,10/28/93,11/3/93,6,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,10/28/93,11/3/93,6,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,10/28/93,11/3/93,6,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/3/93,11/16/93,13,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/3/93,11/16/93,13,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/3/93,11/16/93,13,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/3/93,11/16/93,13,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/16/93,11/23/93,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/16/93,11/23/93,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/16/93,11/23/93,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/16/93,11/23/93,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/23/93,11/30/93,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/23/93,11/30/93,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/23/93,11/30/93,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/23/93,11/30/93,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/30/93,12/9/93,9,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/30/93,12/9/93,9,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/30/93,12/9/93,9,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/30/93,12/9/93,9,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,12/9/93,12/14/93,5,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,12/9/93,12/14/93,5,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,12/9/93,12/14/93,5,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,12/9/93,12/14/93,5,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,12/14/93,1/13/94,30,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,12/14/93,1/13/94,30,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,12/14/93,1/13/94,30,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,12/14/93,1/13/94,30,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,1/13/94,1/25/94,12,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,1/13/94,1/25/94,12,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,1/13/94,1/25/94,12,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,1/13/94,1/25/94,12,1,top,2,-99999,0,0,0,0,0,1,1
ANACAPA,1/26/94,2/2/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,1/26/94,2/2/94,7,1,bot,1,-99999,0,0,0,0,0,1,1
ANACAPA,1/26/94,2/2/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,1/26/94,2/2/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/2/94,2/9/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/2/94,2/9/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/2/94,2/9/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/2/94,2/9/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/9/94,2/15/94,6,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/9/94,2/15/94,6,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/9/94,2/15/94,6,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/9/94,2/15/94,6,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/15/94,2/22/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/15/94,2/22/94,7,1,bot,1,-99999,0,0,0,0,0,1,1
ANACAPA,2/15/94,2/22/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/15/94,2/22/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/22/94,3/1/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/22/94,3/1/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,2/22/94,3/1/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/22/94,3/1/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,1,top,2,-99999,0,0,0,0,0,1,1
ANACAPA,3/1/94,3/8/94,7,1,top,2,-99999,0,0,0,0,1,0,1
ANACAPA,3/1/94,3/8/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/1/94,3/8/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/8/94,3/15/94,7,1,bot,1,-99999,0,0,0,0,0,2,2
ANACAPA,3/8/94,3/15/94,7,1,bot,1,-99999,0,0,0,0,0,2,2
ANACAPA,3/8/94,3/15/94,7,1,top,2,-99999,0,0,0,0,0,2,2
ANACAPA,3/8/94,3/15/94,7,1,top,2,-99999,0,0,0,0,0,2,2
ANACAPA,3/8/94,3/15/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/8/94,3/15/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/8/94,3/15/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/8/94,3/15/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/29/94,4/5/94,7,1,bot,1,-99999,0,0,0,0,0,3,3
ANACAPA,3/29/94,4/5/94,7,1,bot,1,-99999,0,0,0,0,1,1,2
ANACAPA,3/29/94,4/5/94,7,1,top,2,-99999,0,0,0,0,1,5,6
ANACAPA,3/29/94,4/5/94,7,1,top,2,-99999,0,0,0,0,2,8,10
ANACAPA,3/29/94,4/5/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/29/94,4/5/94,7,2,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,3/29/94,4/5/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,3/29/94,4/5/94,7,2,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,4/5/94,4/12/94,7,1,bot,1,-99999,0,0,0,0,0,3,3
ANACAPA,4/5/94,4/12/94,7,1,bot,1,-99999,0,0,0,0,0,6,6
ANACAPA,4/5/94,4/12/94,7,1,top,2,-99999,0,0,0,0,0,0,2
ANACAPA,4/5/94,4/12/94,7,1,top,2,-99999,0,0,0,0,0,2,2
ANACAPA,4/5/94,4/12/94,7,2,bot,1,-99999,0,0,0,0,0,0,1
ANACAPA,4/5/94,4/12/94,7,2,bot,1,-99999,0,0,0,0,0,4,6
ANACAPA,4/5/94,4/12/94,7,2,top,2,-99999,0,0,0,0,0,0,6
ANACAPA,4/5/94,4/12/94,7,2,top,2,-99999,0,0,0,0,1,0,4
ANACAPA,4/12/94,4/22/94,10,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,4/12/94,4/22/94,10,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,4/12/94,4/22/94,10,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,4/12/94,4/22/94,10,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,4/12/94,4/22/94,10,2,bot,1,-99999,0,0,0,0,0,2,3
ANACAPA,4/12/94,4/22/94,10,2,bot,1,-99999,0,0,0,0,0,4,4
ANACAPA,4/12/94,4/22/94,10,2,top,2,-99999,0,0,0,0,0,0,1
ANACAPA,4/12/94,4/22/94,10,2,top,2,-99999,0,0,0,0,0,4,8
ANACAPA,4/20/94,5/3/94,13,1,bot,1,-99999,0,2,1,0,0,2,2
ANACAPA,4/20/94,5/3/94,13,1,bot,1,-99999,0,1,2,0,1,2,3
ANACAPA,4/20/94,5/3/94,13,1,top,2,-99999,0,7,0,0,0,0,0
ANACAPA,4/20/94,5/3/94,13,1,top,2,-99999,0,5,1,0,0,0,0
ANACAPA,5/3/94,5/10/94,7,1,bot,1,-99999,1,1,0,0,0,3,3
ANACAPA,5/3/94,5/10/94,7,1,bot,1,-99999,3,5,0,0,1,6,7
ANACAPA,5/3/94,5/10/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,5/3/94,5/10/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,5/10/94,5/17/94,7,1,bot,1,-99999,1,2,0,0,0,2,2
ANACAPA,5/10/94,5/17/94,7,1,bot,1,-99999,4,7,0,0,0,4,4
ANACAPA,5/10/94,5/17/94,7,1,top,2,-99999,0,5,0,0,0,6,6
ANACAPA,5/10/94,5/17/94,7,1,top,2,-99999,0,0,0,0,0,6,6
ANACAPA,5/17/94,5/31/94,14,1,bot,1,-99999,0,3,1,0,0,4,4
ANACAPA,5/17/94,5/31/94,14,1,bot,1,-99999,0,2,0,0,0,7,7
ANACAPA,5/17/94,5/31/94,14,1,top,2,-99999,0,4,0,0,0,2,2
ANACAPA,5/17/94,5/31/94,14,1,top,2,-99999,1,2,0,0,0,5,5
ANACAPA,5/31/94,6/10/94,10,1,bot,1,-99999,1,14,4,0,0,5,5
ANACAPA,5/31/94,6/10/94,10,1,bot,1,-99999,0,22,1,0,0,6,6
ANACAPA,5/31/94,6/10/94,10,1,top,2,-99999,0,20,0,0,0,10,10
ANACAPA,5/31/94,6/10/94,10,1,top,2,-99999,0,18,0,0,0,15,15
ANACAPA,6/10/94,6/14/94,4,1,bot,1,-99999,0,2,1,0,1,13,14
ANACAPA,6/10/94,6/14/94,4,1,bot,1,-99999,0,3,0,0,2,24,26
ANACAPA,6/10/94,6/14/94,4,1,top,2,-99999,0,7,0,0,0,18,18
ANACAPA,6/10/94,6/14/94,4,1,top,2,-99999,0,6,0,0,1,26,27
ANACAPA,6/14/94,6/21/94,7,1,bot,1,-99999,0,14,1,0,0,0,8
ANACAPA,6/14/94,6/21/94,7,1,bot,1,-99999,0,11,1,0,0,9,9
ANACAPA,6/14/94,6/21/94,7,1,top,2,-99999,0,12,1,0,0,0,11
ANACAPA,6/14/94,6/21/94,7,1,top,2,-99999,0,0,0,0,0,13,14
ANACAPA,6/21/94,6/28/94,7,1,bot,1,-99999,0,3,0,0,0,0,0
ANACAPA,6/21/94,6/28/94,7,1,bot,1,-99999,0,1,2,0,0,0,0
ANACAPA,6/21/94,6/28/94,7,1,top,2,-99999,0,9,0,0,0,0,0
ANACAPA,6/21/94,6/28/94,7,1,top,2,-99999,0,6,1,0,0,0,0
ANACAPA,6/28/94,7/5/94,7,1,bot,1,-99999,2,11,0,0,0,0,0
ANACAPA,6/28/94,7/5/94,7,1,bot,1,-99999,0,5,1,0,0,0,0
ANACAPA,6/28/94,7/5/94,7,1,top,2,-99999,0,4,0,0,0,0,0
ANACAPA,6/28/94,7/5/94,7,1,top,2,-99999,0,3,0,0,0,0,0
ANACAPA,7/5/94,7/12/94,7,1,bot,1,-99999,0,6,0,0,0,0,0
ANACAPA,7/5/94,7/12/94,7,1,bot,1,-99999,0,2,0,0,0,0,0
ANACAPA,7/5/94,7/12/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,7/5/94,7/12/94,7,1,top,2,-99999,0,5,0,0,0,0,3
ANACAPA,7/12/94,7/19/94,7,1,bot,1,-99999,1,5,0,0,0,0,0
ANACAPA,7/12/94,7/19/94,7,1,bot,1,-99999,0,3,0,0,0,0,0
ANACAPA,7/12/94,7/19/94,7,1,top,2,-99999,0,2,1,0,0,0,0
ANACAPA,7/12/94,7/19/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,8/2/94,8/9/94,7,1,bot,1,-99999,1,1,0,0,0,0,0
ANACAPA,8/2/94,8/9/94,7,1,bot,1,-99999,0,5,1,0,0,0,0
ANACAPA,8/2/94,8/9/94,7,1,top,2,-99999,1,8,0,0,0,0,0
ANACAPA,8/2/94,8/9/94,7,1,top,2,-99999,0,2,0,0,0,2,2
ANACAPA,8/9/94,8/16/94,7,1,bot,1,-99999,0,8,0,0,0,0,0
ANACAPA,8/9/94,8/16/94,7,1,bot,1,-99999,0,5,0,0,0,0,0
ANACAPA,8/9/94,8/16/94,7,1,top,2,-99999,0,8,1,0,0,0,0
ANACAPA,8/9/94,8/16/94,7,1,top,2,-99999,0,5,0,0,0,0,0
ANACAPA,8/16/94,8/23/94,7,1,bot,1,-99999,0,3,1,0,0,0,0
ANACAPA,8/16/94,8/23/94,7,1,bot,1,-99999,0,0,2,0,0,0,0
ANACAPA,8/16/94,8/23/94,7,1,top,2,-99999,1,2,1,0,0,0,0
ANACAPA,8/16/94,8/23/94,7,1,top,2,-99999,0,5,0,0,0,0,0
ANACAPA,8/23/94,8/30/94,7,1,bot,1,-99999,0,2,3,0,0,0,0
ANACAPA,8/23/94,8/30/94,7,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,8/23/94,8/30/94,7,1,top,2,-99999,0,1,0,0,0,0,0
ANACAPA,8/23/94,8/30/94,7,1,top,2,-99999,0,2,0,0,0,0,1
ANACAPA,8/30/94,9/6/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,8/30/94,9/6/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,8/30/94,9/6/94,7,1,top,2,-99999,0,4,1,0,0,0,0
ANACAPA,8/30/94,9/6/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,9/6/94,9/13/94,7,1,bot,1,-99999,0,3,0,0,0,0,0
ANACAPA,9/6/94,9/13/94,7,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,9/6/94,9/13/94,7,1,top,2,-99999,0,2,1,0,0,0,0
ANACAPA,9/6/94,9/13/94,7,1,top,2,-99999,0,1,1,0,0,0,0
ANACAPA,9/13/94,9/20/94,7,1,bot,1,-99999,2,1,0,0,0,0,0
ANACAPA,9/13/94,9/20/94,7,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,9/13/94,9/20/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,9/13/94,9/20/94,7,1,top,2,-99999,0,0,0,0,0,1,1
ANACAPA,9/20/94,10/4/94,14,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,9/20/94,10/4/94,14,1,bot,1,-99999,0,1,0,0,0,0,0
ANACAPA,9/20/94,10/4/94,14,1,top,2,-99999,0,2,1,0,0,0,0
ANACAPA,9/20/94,10/4/94,14,1,top,2,-99999,0,1,0,0,0,0,0
ANACAPA,10/4/94,10/11/94,7,1,bot,1,-99999,0,1,0,0,0,0,0
ANACAPA,10/4/94,10/11/94,7,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,10/4/94,10/11/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,10/4/94,10/11/94,7,1,top,2,-99999,0,1,0,0,0,0,0
ANACAPA,10/11/94,10/18/94,7,1,bot,1,-99999,0,3,0,0,0,0,0
ANACAPA,10/11/94,10/18/94,7,1,bot,1,-99999,0,0,1,0,0,0,0
ANACAPA,10/11/94,10/18/94,7,1,top,2,-99999,1,2,0,0,0,0,0
ANACAPA,10/11/94,10/18/94,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,10/18/94,10/25/94,7,1,bot,1,-99999,0,2,0,0,0,0,0
ANACAPA,10/18/94,10/25/94,7,1,bot,1,-99999,0,2,0,0,0,0,0
ANACAPA,10/18/94,10/25/94,7,1,top,2,-99999,0,3,0,0,0,0,0
ANACAPA,10/18/94,10/25/94,7,1,top,2,-99999,0,2,0,0,0,0,0
ANACAPA,10/25/94,11/8/94,14,1,bot,1,-99999,0,3,0,0,0,0,0
ANACAPA,10/25/94,11/8/94,14,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,10/25/94,11/8/94,14,1,top,2,-99999,1,2,0,0,0,0,0
ANACAPA,10/25/94,11/8/94,14,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/8/94,11/29/94,21,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/8/94,11/29/94,21,1,bot,1,-99999,0,0,0,0,0,0,0
ANACAPA,11/8/94,11/29/94,21,1,top,2,-99999,0,1,0,0,0,0,0
ANACAPA,11/8/94,11/29/94,21,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,11/29/94,2/7/95,70,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,11/29/94,2/7/95,70,1,bot,1,-99999,0,1,0,0,0,0,0
ANACAPA,11/29/94,2/7/95,70,1,top,2,-99999,0,4,0,0,0,0,0
ANACAPA,11/29/94,2/7/95,70,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/7/95,2/14/95,7,1,bot,1,-99999,1,0,0,0,0,0,0
ANACAPA,2/7/95,2/14/95,7,1,bot,1,-99999,0,1,0,0,0,0,0
ANACAPA,2/7/95,2/14/95,7,1,top,2,-99999,0,1,0,0,0,0,0
ANACAPA,2/7/95,2/14/95,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/14/95,2/21/95,7,1,bot,1,-99999,0,2,0,0,0,0,0
ANACAPA,2/14/95,2/21/95,7,1,bot,1,-99999,0,1,1,0,0,0,0
ANACAPA,2/14/95,2/21/95,7,1,top,2,-99999,0,3,0,0,0,0,0
ANACAPA,2/14/95,2/21/95,7,1,top,2,-99999,0,0,0,0,0,0,0
ANACAPA,2/21/95,3/28/95,35,1,bot,1,-99999,2,31,0,0,0,10,11
ANACAPA,2/21/95,3/28/95,35,1,bot,1,-99999,1,22,0,0,1,2,10
ANACAPA,2/21/95,3/28/95,35,1,top,2,-99999,1,22,1,0,0,2,2
ANACAPA,2/21/95,3/28/95,35,1,top,2,-99999,0,30,1,0,0,15,17
ANACAPA,3/28/95,4/6/95,9,1,bot,1,-99999,0,6,0,0,0,1,1
ANACAPA,3/28/95,4/6/95,9,1,bot,1,-99999,0,3,0,0,0,2,2
ANACAPA,3/28/95,4/6/95,9,1,top,2,-99999,0,2,0,0,0,3,3
ANACAPA,3/28/95,4/6/95,9,1,top,2,-99999,0,8,0,0,1,3,5
ANACAPA,4/6/95,4/13/95,7,1,bot,1,-99999,1,2,0,0,0,2,2
ANACAPA,4/6/95,4/13/95,7,1,bot,1,-99999,0,1,0,0,0,4,4
ANACAPA,4/6/95,4/13/95,7,1,top,2,-99999,0,2,0,0,0,2,2
ANACAPA,4/6/95,4/13/95,7,1,top,2,-99999,0,6,1,0,0,3,3
ANACAPA,4/13/95,4/27/95,14,1,bot,1,-99999,0,4,0,0,0,1,1
ANACAPA,4/13/95,4/27/95,14,1,bot,1,-99999,0,8,0,0,0,2,2
