"","biweek","biweek_year","species","SITE","MEI_runlag2","chla_rollmean_30","SST_rollmean_30","BK_stand_30","kelp_biomass","adults"
"91",9,295,"MF","ANACAPA",-0.602,-0.411226007960992,-0.94802996993876,-0.823130075139128,-1.17197175350581,1.02727637869945
"92",10,296,"MF","ANACAPA",-0.602,-0.204755735487157,-0.791167032295783,-0.232658639051172,-1.18623641085239,1.02727637869945
"93",11,297,"MF","ANACAPA",-0.56675,0.891790382971833,-0.798295826616079,1.08792274841581,-1.20699892223181,1.02727637869945
"94",12,298,"MF","ANACAPA",-0.56675,1.95368225087067,-1.01477270392258,1.37983373990523,-1.23293069160752,1.02727637869945
"95",13,299,"MF","ANACAPA",-0.443,0.884784402328945,-0.876625335068478,0.46952360926964,-0.987541984062414,1.02727637869945
"96",14,300,"MF","ANACAPA",-0.443,-0.654708004787227,-0.239364215344076,0.339194328331308,-0.683783055988432,1.02727637869945
"97",15,301,"MF","ANACAPA",-0.247,-0.874349461411339,0.275658236467364,0.732841952389945,-0.425215638903262,1.02727637869945
"98",16,302,"MF","ANACAPA",-0.247,-0.577371940217085,0.518202854105382,0.961583139342944,-0.23307737319441,1.02727637869945
"99",17,303,"MF","ANACAPA",-0.0640000000000002,-0.504014788661615,0.781959076085684,0.830588913093695,-0.12710025781127,1.02727637869945
"100",18,304,"MF","ANACAPA",-0.0640000000000002,-0.386680146451095,0.824362862556698,1.19098927160685,-0.0234869874062068,1.02727637869945
"101",19,305,"MF","ANACAPA",0.15075,-0.479814610787317,0.638275696513461,1.27277754484876,0.013880745853309,1.02727637869945
"102",20,306,"MF","ANACAPA",0.15075,-0.52652940595036,0.600155018022462,1.10986594367584,-0.0259297557404063,1.02727637869945
"103",21,307,"MF","ANACAPA",0.15075,-0.688824920557645,0.730182931844862,0.954933686233832,-0.106622315520949,1.02727637869945
"104",22,308,"MF","ANACAPA",0.252,-1.0483220771998,0.89378618341394,0.591208601166145,-0.203709616379336,1.02727637869945
"105",23,309,"MF","ANACAPA",0.252,-1.08335071995068,0.874818116586573,0.164313711562014,-0.304720227328439,1.02727637869945
"106",24,310,"MF","ANACAPA",0.14325,-1.03305553983941,0.738613195088775,-0.344369451284029,-0.476041316915821,1.02727637869945
"107",25,311,"MF","ANACAPA",0.14325,-1.10638091840188,0.609177732415337,-0.57776525541339,-0.676338717164741,1.02727637869945
"108",26,312,"MF","ANACAPA",0.0617499999999998,-1.18746511665721,0.496000597387734,-0.841748543844604,-0.848569284683294,1.02727637869945
"109",1,313,"MF","ANACAPA",0.0617499999999998,-0.95851761728598,0.480567793937081,-0.984046840379315,-0.912196809930744,1.02727637869945
"110",2,314,"MF","ANACAPA",-0.0475000000000002,-0.298725760833516,0.0799850757151836,-0.886299879675566,-0.914450275602102,0.865384299363175
"111",3,315,"MF","ANACAPA",-0.0475000000000002,0.127538180241504,-0.519145661358222,-0.233323584362081,-0.918043292444479,0.865384299363175
"112",4,316,"MF","ANACAPA",-0.12675,-0.264609361520182,-0.729066747345273,-0.823130075139128,-0.852235242223222,0.865384299363175
"113",5,317,"MF","ANACAPA",-0.12675,-0.676277914371951,-0.660012480963718,-1.36639039415248,-0.640634168122821,0.865384299363175
"114",6,318,"MF","ANACAPA",-0.0857500000000002,-0.836726425560829,-0.693461552555845,-0.851722723508252,-0.454562309192342,0.865384299363175
"115",7,319,"MF","ANACAPA",-0.0857500000000002,-0.464915212186228,-0.82966648053731,-1.0033302543957,-0.324198325572815,0.865384299363175
"116",8,320,"MF","ANACAPA",-0.0857500000000002,-0.372437908225484,-0.786291469461897,-1.26066408971782,-0.209115350962114,0.865384299363175
"117",9,321,"MF","ANACAPA",-0.0647500000000002,-0.442142496477549,-0.614141418588871,-0.174808397002014,-0.101838625990317,0.865384299363175
"118",10,322,"MF","ANACAPA",-0.0647500000000002,1.14254565741748,-0.819895940992028,0.297302773743987,0.0280651817370164,0.865384299363175
"119",11,323,"MF","ANACAPA",-0.0605000000000002,1.58662384394835,-0.996552486329764,0.317916078382192,0.141196059875588,0.865384299363175
"120",12,324,"MF","ANACAPA",-0.0605000000000002,0.948063698624194,-0.833648515957152,0.720207991482664,0.220486015070639,0.865384299363175
"121",13,325,"MF","ANACAPA",0.0347499999999998,1.48859987287034,-0.766818351909693,1.8014090670221,0.278903753142734,0.865384299363175
"122",14,326,"MF","ANACAPA",0.0347499999999998,1.42991315887106,-0.754474046276222,1.91710955112041,0.298254350094949,0.865384299363175
"123",15,327,"MF","ANACAPA",0.25325,0.624171686352846,-0.499798797919575,1.58197711442184,0.28413676882355,0.865384299363175
"124",16,328,"MF","ANACAPA",0.25325,-0.0182834288749708,-0.000714198431129007,1.50351356773447,0.249956366525925,0.865384299363175
"125",17,329,"MF","ANACAPA",0.53225,-0.42934753059345,0.279921952799592,1.88386228557491,0.199167770134045,0.865384299363175
"126",18,330,"MF","ANACAPA",0.53225,-0.718459333271847,0.510219373093173,1.55005973949817,0.145122395467633,0.865384299363175
"127",19,331,"MF","ANACAPA",0.7415,-0.712658059234836,0.832288068592107,1.19165421691775,0.0981566808466655,0.865384299363175
"128",20,332,"MF","ANACAPA",0.7415,-0.56623914834476,0.811319275726758,1.08659285779398,0.0632035115032035,0.865384299363175
"129",21,333,"MF","ANACAPA",0.7415,-0.407455521385631,0.668140936690868,0.905062787915592,0.0703286900961327,0.865384299363175
"130",22,334,"MF","ANACAPA",0.89425,-0.31364377029876,0.561810957677981,0.456224703051436,0.0755522620836114,0.865384299363175
"131",23,335,"MF","ANACAPA",0.89425,-0.335748671528291,0.508024374903019,-0.0976747409364698,0.0692514368256769,0.865384299363175
"132",24,336,"MF","ANACAPA",0.90175,-0.529111020310318,0.60494316005514,-0.168158943892917,0.041715053545637,0.865384299363175
"133",25,337,"MF","ANACAPA",0.90175,-0.640749647666466,0.509257848017669,-0.0524584597946008,0.00152297696384468,0.865384299363175
"134",26,338,"MF","ANACAPA",0.9205,-0.559793275739127,0.155119212769862,-0.305137677940347,-0.0430291795213184,0.865384299363175
"135",1,339,"MF","ANACAPA",0.9205,-0.505560930790128,0.00220918046826079,-1.04322697305029,-0.107307680677934,0.865384299363175
"136",2,340,"MF","ANACAPA",1.01675,-0.656055707978713,0.0405726528377224,-1.35309148793429,-0.151338499926497,0.807112714533574
"137",3,341,"MF","ANACAPA",1.01675,-0.675831517234051,0.0288693562026785,-1.26930837875965,-0.141200626932534,0.807112714533574
"138",4,342,"MF","ANACAPA",1.0495,-0.586511363839442,-0.205312974549501,-1.25733936316327,-0.129330095193772,0.807112714533574
"139",5,343,"MF","ANACAPA",1.0495,-0.807868368686186,-0.328804530380774,-1.74075460419474,-0.144778034327326,0.807112714533574
"140",6,344,"MF","ANACAPA",1.12275,-0.989534454240828,-0.204817640951925,-1.76269779945476,-0.162656650121495,0.807112714533574
"141",7,345,"MF","ANACAPA",1.12275,-0.965815059715007,-0.193386296987127,-1.70085788554014,-0.171523143161844,0.807112714533574
"142",8,346,"MF","ANACAPA",1.12275,-0.756908286287537,-0.28914931455104,-0.970082988850208,-0.169133322341392,0.807112714533574
"143",9,347,"MF","ANACAPA",1.1015,-0.465080544273383,-0.349239157262501,-0.399559912089548,-0.137412581316149,0.807112714533574
"144",10,348,"MF","ANACAPA",1.1015,-0.0185610804393892,-0.612014434732424,0.277354414416691,-0.0734959317076021,0.807112714533574
"145",11,349,"MF","ANACAPA",1.0345,0.872578627051147,-0.883414206844083,0.641079499484384,0.043971466928822,0.807112714533574
"146",12,350,"MF","ANACAPA",1.0345,1.38111041654896,-0.913541680711946,0.337864437709488,0.214364903765002,0.807112714533574
"147",13,351,"MF","ANACAPA",0.85075,1.24780681207935,-0.893854904917187,1.02807767043392,0.447897441928372,0.807112714533574
"148",14,352,"MF","ANACAPA",0.85075,1.39651838077353,-0.809270711049924,1.83798105912213,0.674778889438737,0.807112714533574
"149",15,353,"MF","ANACAPA",0.60075,0.813700797665087,-0.376579195684775,2.18042789424072,0.824453472706657,0.807112714533574
"150",16,354,"MF","ANACAPA",0.60075,-0.0552395950274038,0.0356873978848725,2.71969854138861,0.92449749921929,0.807112714533574
"151",17,355,"MF","ANACAPA",0.39975,0.0373791706009185,0.293266597369948,2.62727114317214,0.998228043940778,0.807112714533574
"152",18,356,"MF","ANACAPA",0.39975,0.550869190755317,0.494009582919647,2.07004697262967,1.05745440835222,0.807112714533574
"153",19,357,"MF","ANACAPA",0.39975,0.858578456192197,1.10163855959504,1.66974989546195,1.0490438350463,0.807112714533574
"154",20,358,"MF","ANACAPA",0.236,1.02829879413572,1.38863624573906,1.72826508282201,0.995549430405359,0.807112714533574
"155",21,359,"MF","ANACAPA",0.236,1.4337722471145,1.09471371194745,1.88186744964218,0.936354378073657,0.807112714533574
"156",22,360,"MF","ANACAPA",0.213,2.06985117464946,0.855548972567857,1.47492091936535,0.873143939055479,0.807112714533574
"157",23,361,"MF","ANACAPA",0.213,2.40779403933721,0.750908931757937,1.00546952986299,0.795641694000119,0.807112714533574
"158",24,362,"MF","ANACAPA",0.2825,1.82548316593199,0.651251306985324,0.173622945914753,0.696356402215392,0.807112714533574
"159",25,363,"MF","ANACAPA",0.2825,0.629378908247171,0.720412403414386,-0.513930505566043,0.558985826397951,0.807112714533574
"160",26,364,"MF","ANACAPA",0.38325,-0.266665958438514,0.702221308490173,-1.23207144134869,0.386986959405472,0.807112714533574
"161",1,365,"MF","ANACAPA",0.38325,-0.469147640606883,0.358785591112475,-1.30122575368332,0.176699507244968,0.807112714533574
"162",2,366,"MF","ANACAPA",0.48475,-0.410860664599454,-0.0736048313153451,-1.4481786673944,-0.0725195923964797,1.03916297302053
"163",3,367,"MF","ANACAPA",0.48475,-0.245579959094812,-0.333155630464845,-1.51068352661992,-0.379119185708026,1.03916297302053
"164",4,368,"MF","ANACAPA",0.493,-0.21138648657571,-0.473818480241801,-1.731445369842,-0.712296875961521,1.03916297302053
"165",5,369,"MF","ANACAPA",0.493,-0.104648026435186,-0.611499681700009,-1.74008965888383,-1.09881152696964,1.03916297302053
"166",6,370,"MF","ANACAPA",0.493,-0.113297768584494,-0.571893028350953,-1.35508632386702,-1.34038527900057,1.03916297302053
"167",7,371,"MF","ANACAPA",0.453,0.0384625554730862,-0.638072454231655,-0.994021020042963,-1.42671421056281,1.03916297302053
"168",8,372,"MF","ANACAPA",0.453,0.404945454822625,-0.829530515780088,-1.00399519970661,-1.39012712159432,1.03916297302053
"169",9,373,"MF","ANACAPA",0.40925,0.364670857304203,-0.85828855362861,-1.00599003563934,-1.02727856692803,1.03916297302053
"170",10,374,"MF","ANACAPA",0.40925,0.0985592245876076,-0.649668913409297,-0.326415927889462,-0.54634030701108,1.03916297302053
"171",11,375,"MF","ANACAPA",0.2545,0.151574146601944,-0.409659205391356,0.0273349775145823,0.0523225216299105,1.03916297302053
"172",12,376,"MF","ANACAPA",0.2545,0.982415809924442,-0.411281153342722,0.23546285982937,0.533453130283249,1.03916297302053
"173",13,377,"MF","ANACAPA",0.2575,1.42302970709103,-0.404016367404454,-0.249282271823918,0.933287215544713,1.03916297302053
"174",14,378,"MF","ANACAPA",0.2575,1.74417363688665,-0.237353745317976,1.09124747497037,1.27094904156594,1.03916297302053
"175",15,379,"MF","ANACAPA",0.3145,1.9878891398284,-0.177749514445583,1.63184801274008,1.54176152291225,1.03916297302053
"176",16,380,"MF","ANACAPA",0.3145,1.45327315270063,-0.291295717842363,0.859181561462812,1.74374210046138,1.03916297302053
"177",17,381,"MF","ANACAPA",0.3065,0.195147702752385,0.11628954521745,0.70890392119719,1.87549461633798,1.03916297302053
"178",18,382,"MF","ANACAPA",0.3065,-0.525703201668079,0.643530026319192,0.174952836536572,1.95420800111307,1.03916297302053
"179",19,383,"MF","ANACAPA",0.3065,-0.475481221124645,0.819467883066656,0.0665667508582648,1.99364592244166,1.03916297302053
"180",20,384,"MF","ANACAPA",0.45875,-0.515921492224838,0.933907601836447,0.18293218026749,1.9913889641041,1.03916297302053
"181",21,385,"MF","ANACAPA",0.45875,-0.707336482014538,1.08845900615546,-0.168158943892917,1.94789622140851,1.03916297302053
"182",22,386,"MF","ANACAPA",0.525,-0.856611456927784,1.33435435344867,-0.822465129828219,1.87158548397605,1.03916297302053
"183",23,387,"MF","ANACAPA",0.525,-0.771594690249639,1.48130104280105,-0.858372176617352,1.77317152403236,1.03916297302053
"184",24,388,"MF","ANACAPA",0.53275,-0.779705757587792,1.19501235775952,-0.458740044760524,1.66812238455658,1.03916297302053
"185",25,389,"MF","ANACAPA",0.53275,-0.734231892253819,0.768468718138847,-0.507945997767855,1.52914674164484,1.03916297302053
"186",26,390,"MF","ANACAPA",0.582,-0.663709398520518,0.674541323441103,-0.835764036046415,1.3366699003323,1.03916297302053
"187",1,391,"MF","ANACAPA",0.582,-0.711876684129093,0.528488156871619,-0.855712395373711,1.13004695422482,1.03916297302053
"188",2,392,"MF","ANACAPA",0.643,-0.745731021629934,0.249532241536286,-0.85770723130644,0.931808264607603,0.986538908933511
"189",3,393,"MF","ANACAPA",0.643,-0.764662150789107,-0.0280348257546886,-1.11637095725038,0.737024655077255,0.986538908933511
"190",4,394,"MF","ANACAPA",0.643,-0.676199076384349,-0.22387313135926,-1.66495083875101,0.514037881604353,0.986538908933511
"191",5,395,"MF","ANACAPA",0.65425,-0.0820023910653093,-0.262052092236877,-1.62904379196188,0.297042911466904,0.986538908933511
"192",6,396,"MF","ANACAPA",0.65425,0.174330644551854,-0.229117769972217,-1.35575126917793,0.216924611422724,0.986538908933511
"193",7,397,"MF","ANACAPA",0.58775,-0.202666768813837,-0.261595601213963,-1.07780412921761,0.208459559836955,0.986538908933511
"194",8,398,"MF","ANACAPA",0.58775,-0.13784802732327,-0.328367469907503,-1.30189069899423,0.216757621150585,0.986538908933511
"195",9,399,"MF","ANACAPA",0.65925,-0.108431730070732,-0.185092012393962,-1.34378225358155,0.214687168842759,0.986538908933511
"196",10,400,"MF","ANACAPA",0.65925,-0.0630580536085874,-0.10390711436751,-0.535208755515159,0.339051975541166,0.986538908933511
"197",11,401,"MF","ANACAPA",0.7215,1.42428225839232,-0.379492882465201,0.18093734433476,0.478463276414297,0.986538908933511
"198",12,402,"MF","ANACAPA",0.7215,2.29911178619477,-0.79035119558839,0.995495350199347,0.680121870355385,0.986538908933511
"199",13,403,"MF","ANACAPA",0.70975,1.46883251493316,-0.689557218957498,0.930995655041077,0.916937514964145,0.986538908933511
"200",14,404,"MF","ANACAPA",0.70975,1.67933701815769,-0.298987848979061,0.464868992093278,1.1923144912392,0.986538908933511
"201",15,405,"MF","ANACAPA",0.85175,1.82213003125632,-0.156693327639813,0.680976218138976,1.42865693569706,0.986538908933511
"202",16,406,"MF","ANACAPA",0.85175,0.967577352309892,-0.160558815884816,0.738161514877231,1.62061142378747,0.986538908933511
"203",17,407,"MF","ANACAPA",0.85175,1.22133370540454,-0.0706911463873749,0.863836178639194,1.76353870048378,0.986538908933511
"204",18,408,"MF","ANACAPA",0.80225,1.17977966489284,0.023945253117764,0.672331929097154,1.85061097011242,0.986538908933511
"205",19,409,"MF","ANACAPA",0.80225,0.427267622573521,0.307563069339479,0.122422156974693,1.90540215034717,0.986538908933511
"206",20,410,"MF","ANACAPA",0.66525,-0.0278180822081158,0.82299342190618,-0.329740654444013,1.89575338266939,0.986538908933511
"207",21,411,"MF","ANACAPA",0.66525,-0.380661720688785,1.23357007449414,-0.318436584158544,1.81688602562488,0.986538908933511
"208",22,412,"MF","ANACAPA",0.5965,-0.104944682523691,1.30227470490862,0.172958000603842,1.68109076353408,0.986538908933511
"209",23,413,"MF","ANACAPA",0.5965,0.512498870827161,1.00718670307375,0.50277087481514,1.49329986992073,0.986538908933511
"210",24,414,"MF","ANACAPA",0.4555,0.884630797485334,0.563831125380448,0.452235031185977,1.26984752633549,0.986538908933511
